"Year","State","Commodity","Measurement","Unit","Domain","Category","Value"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","1,800"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","20,300"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","800"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","200"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","2,700"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","64,900"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","5,900"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","800"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","9,500"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","35,100"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","100"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","700"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)","100"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","6,900"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","7,200"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","7,600"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","24,400"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","100"
2015,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","3,200"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","10,300"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","800"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","16,600"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","600"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","12,600"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)","200"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","12,600"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","13,600"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," (Z)"
2015,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)"," (D)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","1,800"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","2,200"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","10,400"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)","3,100"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","500"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)","2,100"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)"," (D)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","1,100"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","54,300"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)","200"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","4,800"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","1,000"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","600"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","2,500"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","8,100"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","1,000"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","7,800"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","33,100"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","300"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","1,100"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)"," (Z)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)","200"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","13,200"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","1,000"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)"," (D)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (Z)"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","19,500"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","500"
2015,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","20,800"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","1,900"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","50,200"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)","10,300"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","1,600"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","300"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","1,000"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","96,000"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","1,200"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","300"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","3,000"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","5,400"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","16,500"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","900"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","3,000"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)","1,500"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","16,600"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","2,400"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","27,800"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","600"
2015,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","30,100"
